OBJECTID,plz,einwohner,SHAPE_Length,SHAPE_Area
4771,78056,14548,50383.1220191139,52944208.334544
4772,54497,11011,112309.690391829,322121877.298208
4773,54528,2379,31311.2320521378,33899895.6130877
4774,54472,5919,113313.183252787,194001557.020947
4775,54426,4599,150991.766327091,234686174.126827
4776,54523,2342,43530.7340716081,42191368.1513001
4777,54347,2239,40739.2206138483,38996349.6082966
4778,54539,896,18347.1369954019,14624334.2652133
4779,54498,1981,49371.127845922,46312826.1107448
4780,54534,1323,53213.2605517175,76034901.6391151
4781,54483,693,42895.8746485046,49047717.0261813
4782,54524,1323,28386.7717256604,22161042.2030088
4783,54349,1046,29757.413096275,24207812.8906
4784,54516,18724,78375.5573938324,136899474.970578
4785,54536,2322,35742.9039103585,35781826.3006635
4786,54492,3068,65431.732920636,61305883.2117729
4787,54531,2626,81864.1932173251,113882215.878784
4788,54484,1496,25877.8127738072,29164064.2047559
4789,54526,1979,53340.6587754592,72988329.3338438
4790,54470,8730,55252.6946952934,85940363.6178658
4791,77716,10372,69479.4954996555,128871280.808917
4792,54424,2282,72150.5320265187,77978860.7996826
4793,54518,14422,232058.533786209,417756296.583796
4794,59199,18052,52050.8214906861,97725182.0146085
4795,59757,14210,87697.0386756483,176131190.031098
4796,59755,17893,27011.968039308,32432622.2307272
4797,59821,18513,49403.0255285081,78680108.4430078
4798,59759,14156,33130.6913437212,46837516.3837393
4799,59823,9671,70833.7213512682,163325810.457828
4800,54459,1452,46768.7069178724,38210236.2932466
4801,54341,2465,36199.1588966477,37681827.5402258
4802,54318,1649,28964.6743585565,15488335.0720838
4803,54346,2245,52116.4807314913,53447675.3832223
4804,54295,16026,30475.4392977893,11531430.7032871
4805,54427,1954,53646.2200586103,66847365.7600884
4806,54313,2956,37839.8070504748,58531791.8938908
4807,54456,2758,43599.996241496,32700501.2973653
4808,54338,6901,52397.9951134841,77801959.4678364
4809,54421,2609,39461.5974696941,58889144.9249993
4810,54343,2680,23115.4254571208,25575556.9624363
4811,54293,14881,71459.9109717636,98179841.0610956
4812,54453,2245,45969.5342269296,39732050.9974649
4813,54331,1959,37040.0105116118,30014871.256209
4814,54411,6144,67818.9000089642,91991088.4099575
4815,54306,2104,50321.3170963083,41283579.0944449
4816,54441,9119,194668.34273587,211012053.983299
4817,54320,2056,29677.1109628912,29799940.7145713
4818,54296,19955,77408.4154229522,74468243.4313259
4819,54429,3248,74386.3603061447,141636320.518215
4820,54314,3835,79178.7158390158,152945332.093546
4821,54457,1752,42149.691749858,45408973.8974966
4822,54340,8527,121579.960898183,168568735.956806
4823,54344,2566,14494.9189364938,9479471.90760725
4824,54294,21396,52449.4209428007,62775929.3424348
4825,54311,3669,40715.2013519433,44155486.4223594
4826,54455,1633,41727.9906857376,41863165.8205103
4827,54450,1593,32541.6595738107,26303281.4240033
4828,54292,17405,35273.4805556262,26327353.8626605
4829,54422,1638,58104.7151746945,63871723.3908691
4830,54309,2896,44953.8094715876,39639387.19592
4831,48143,9237,10032.0789207964,4181998.23625528
4832,54451,1500,50098.9736090003,36439868.8876485
4833,54329,17565,74813.5990278446,106283228.352521
4834,54439,9157,107719.442888757,159267062.81749
4835,54316,4357,74401.3580291591,117693202.572611
4836,49479,24876,148689.724516621,258355421.177445
4837,49477,25867,39043.4939379925,32048869.784237
4838,67734,2144,44388.1623489217,38074511.5162409
4839,25923,4334,73981.7529291245,242682773.475415
4840,25917,11907,102078.424165392,373723861.873876
4841,25899,12393,146037.869298217,418952513.185937
4842,25863,112,41741.0770409873,30309636.5346735
4843,25920,4510,63809.0542888648,149823693.854229
4844,25927,1722,62661.1443543559,141765902.699864
4845,25924,2559,100240.478448093,240633081.070001
4846,55593,2443,15136.7566040957,8361638.67745884
4847,77652,17351,48817.2208609881,50234084.6391582
4848,77654,20717,33271.2987546739,45383016.8430504
4849,77656,19196,66633.0593911539,83598122.6966142
4850,59557,19407,33679.6640575335,33522817.8669925
4851,59556,13002,86967.814855479,97057688.0481426
4852,59555,18300,29278.0320012713,34007737.6647768
4853,59558,15243,75541.7252460856,130628227.90492
4854,45768,28875,48002.0776213992,69759328.5939644
4855,45770,27291,75966.635543747,81055349.8772947
4856,45772,28701,53478.1542819924,76832318.645972
4857,48431,22876,29977.0703723736,29496825.3937778
4858,55756,875,18465.8844586971,11585142.7775891
4859,29556,4625,99562.2495131928,352369060.972596
4860,55758,15196,258646.478705594,574172724.647666
4861,55442,4726,62852.4798840542,79314848.5200047
4862,29581,1524,54524.8749706092,101518242.783492
4863,29578,845,89974.1186023584,236823879.261957
4864,72459,6923,53049.1728417295,98177069.0471782
4865,72458,18191,42281.6518208744,82416570.2706758
4866,72461,19301,60843.1959036224,122299332.334786
4867,55497,1066,38067.3871964247,29966584.5238595
4868,72768,14100,32137.8343695556,32698777.8889512
4869,55483,3874,165668.015215103,148067329.157966
4870,72760,19455,19112.8758098052,12888102.1643142
4871,72770,20856,68314.5444894565,84014666.9276486
4872,55767,8586,188598.843885772,338592157.265181
4873,72764,14588,27237.8583140421,6260388.88693054
4874,72762,23067,36294.988829825,20709366.8229312
4875,72766,17479,52953.0599467838,43242942.7997861
4876,67468,2643,75332.1659689111,59485744.0541168
4877,66851,9534,108910.114326608,144885754.924484
4878,72072,24633,63285.4155293083,78689314.4154191
4879,72076,17919,31732.0148420881,31240985.9758591
4880,72070,22230,57628.4269649713,55449414.1090343
4881,72074,17761,53668.076290695,80658327.9632849
4882,71634,18035,25431.9950979331,16220829.514859
4883,71636,14870,18998.3101176695,14143674.1671688
4884,71642,17680,47033.0763500637,47205014.8806939
4885,71638,19498,22098.2853819337,11553542.9974215
4886,21385,5676,110742.641731982,353820259.592961
4887,29574,5445,53544.8249377158,73533095.0306476
4888,55299,5512,21782.2021247461,20755983.3815309
4889,29582,945,66675.9773505076,155750976.989283
4890,25849,1232,57467.6236342977,112524961.04393
4891,46397,24182,51260.2597487433,66071313.0715221
4892,46395,28624,55175.5873383076,106521391.898969
4893,46399,18398,69780.3994185719,139922065.119831
4894,29643,5665,90918.1730514434,268720044.76253
4895,59073,17952,48219.9286115058,64259751.0285644
4896,59067,22118,27162.3666755475,33234042.8285821
4897,59077,26862,59556.5695597916,106227732.813173
4898,59069,15928,63185.8096886705,145545689.262978
4899,59071,27483,61271.3234833631,116017130.322669
4900,59063,15627,23552.3724552293,18839928.8753736
4901,59065,22901,27640.3302623961,21490548.0440887
4902,59075,27310,48891.5023265786,82224127.8911429
4903,48147,24422,23035.1979280037,16556234.5561288
4904,59229,27262,67614.9596018406,111894626.983074
4905,59227,25076,92842.6574228931,209022211.198164
4906,44536,24992,41787.5407534387,46851102.936686
4907,44534,29426,38446.3715035422,54771135.4275592
4908,44532,31631,45009.9951553364,51798274.648849
4909,46282,23616,55162.5511092502,91103970.9318435
4910,46284,26563,51771.627372144,81266293.9844788
4911,48149,20276,34106.8736793244,20055172.9489624
4912,48151,22894,20927.7046696122,10415113.7870119
4913,24782,11105,32557.9352885745,32806535.4555007
4914,48145,20450,19685.7424703823,8273333.51745005
4915,48155,20759,77682.6641517633,49707133.8504955
4916,48157,21235,95216.3428885245,163157743.501409
4917,48167,25352,59992.451161484,70714803.2543449
4918,48159,22606,60667.9858473715,61028532.5423896
4919,48153,20051,22377.5303963232,12501941.0893095
4920,48165,26776,44331.6006237859,66101355.6755995
4921,48161,32198,81536.1196698186,149877783.553948
4922,55469,12113,103137.364719901,180690427.395936
4923,55471,4354,111843.932442035,141323473.29529
4924,55592,2221,60342.3484278064,78687267.5229689
4925,55776,3124,74120.8707356707,84849328.5576591
4926,55444,4647,82052.0684724108,112649243.103059
4927,55568,2214,57018.5744940267,52570063.1934127
4928,55543,26289,38936.4384138197,45753817.90432
4929,24809,1574,28036.9874221626,41794084.6777902
4930,55571,1735,29978.7230017434,31881202.7813222
4931,55624,3056,70588.7542566558,85199682.0385975
4932,55490,2853,71929.9419891681,107158675.492588
4933,55499,738,37198.938866188,42119216.5830831
4934,55621,393,18428.1347975808,17740273.4215083
4935,55487,4931,57719.001141567,72752159.0271399
4936,55590,2897,26278.8576154659,24558420.12059
4937,55774,4304,78180.052807971,165441352.497491
4938,55566,8468,115898.172076531,199740657.854025
4939,55585,4340,88656.0780428339,81517828.2893485
4940,55743,31790,119529.088300825,255735046.555333
4941,55768,2912,32689.4625409644,43780533.0993765
4942,55559,2497,21323.9748379623,13689624.744686
4943,55569,2359,41288.8896355292,53555774.4640146
4944,24646,619,23471.2125374978,25035569.951498
4945,55629,1029,36264.1237136864,41154349.3071898
4946,24813,1022,26984.7484782473,22739743.7785914
4947,55496,1682,40013.7469134405,68453094.6076627
4948,55618,1885,29228.413206911,17993324.0558351
4949,55619,1256,30103.5945201423,34129385.7745636
4950,55596,2935,49874.835040221,58168101.6407067
4951,55779,1210,31526.9978984082,23333823.5962283
4952,55452,7685,80542.9101879262,90743558.4525326
4953,55481,6535,101817.272225554,183153508.633583
4954,55583,4156,30753.6928329706,22689294.2739495
4955,55595,19805,132140.633760886,347827346.690535
4956,55432,1335,40069.2380524147,54646966.8149959
4957,55450,3717,29593.9759097091,28475904.1151501
4958,55546,8747,79116.3915931665,109764452.718495
4959,55627,2220,40969.0378093595,56622276.3265667
4960,55263,2548,16506.6075828954,14223277.7286333
4961,55430,4020,65026.7146650615,98049091.2537372
4962,55765,8334,99220.3234517634,106720840.525534
4963,55494,6122,66410.4657702459,107227972.593116
4964,55545,16996,61562.2366337683,65476685.7949848
4965,55608,1751,97081.9219257475,94142521.0347642
4966,55626,938,23933.4422632691,18356426.699624
4967,55491,2300,30041.9541969623,31518476.0756047
4968,55606,13776,156898.924095938,217426792.476331
4969,55777,1279,43856.0141304718,53334097.0567828
4970,67454,19807,45349.9302217958,93904422.2966116
4971,71334,19152,42289.7718965717,29810761.2760166
4972,71332,17608,23370.0536610252,18346697.2666349
4973,71336,14773,45599.1063667731,40575754.6903328
4974,45661,21059,18448.4836667565,20523845.2467925
4975,45663,22723,21327.9310872207,19959834.9099259
4976,45659,20261,59457.9579465608,61424494.5985952
4977,45657,19166,18852.8323717118,14168447.2606692
4978,55257,8345,21853.1233347177,25463135.8979086
4979,45665,32776,41992.9665181129,56016281.9472931
4980,55597,5125,30909.9186739951,36824032.4040796
4981,55237,4092,39868.9412037321,57762042.0859799
4982,55278,17178,99022.5134440267,186320405.082867
4983,55413,6089,76249.5199489675,152869322.768526
4984,55576,6168,47626.8310589527,59868743.0613977
4985,55268,9204,30935.7661066104,26977652.552293
4986,55294,7057,31084.8614140854,32376083.2344947
4987,24784,4944,26019.0587118503,21294440.4449665
4988,55232,17976,66706.3687817189,93865987.2133434
4989,55271,4572,36208.5390157518,35073995.7188147
4990,55457,4427,24629.6923271257,31488253.5917169
4991,24640,2577,51784.717231556,106320456.443222
4992,55262,7225,28777.1062898382,42463239.5750617
4993,55288,8769,100047.576090388,122404967.29806
4994,55425,4036,33652.6701299225,37040483.588027
4995,55599,5353,64653.4400836546,80384691.3529692
4996,55437,5570,51673.6086115813,61383224.7956473
4997,55283,7805,36721.7797033098,44870621.9146098
4998,55422,2063,43374.2598127711,69359093.3003137
4999,55578,4574,50409.4308661801,64560879.1915369
5000,55270,21523,109068.780536026,165884064.790855
5001,55239,3818,36350.6700263876,43758557.4545436
5002,55234,18661,205684.335474196,356328691.56081
5003,55276,9173,32188.1870708983,42107518.7960298
5004,55286,8622,34663.6873956023,54820350.3904201
5005,55411,23797,64780.9615583952,94028062.2535318
5006,55459,2142,34064.9322386621,23056083.6828971
5007,55291,7170,35151.6279173558,44723490.0388683
5008,55218,23967,56626.795165431,120345082.288847
5009,55435,6620,27130.9170615903,30316945.8141476
5010,55296,6121,30881.1303358137,29015426.8064206
5011,55126,13898,25259.62212973,27390507.3711532
5012,55246,13364,23503.6819656929,22494535.6112618
5013,55129,21615,46562.6845166692,60007744.8012616
5014,55127,13013,25600.6103029718,23768865.5642728
5015,24649,1991,40082.5712867542,69337569.2737429
5016,55122,23825,19554.5039488438,12209945.6731074
5017,55124,13903,20029.1875191499,15094273.0548405
5018,82393,2489,45665.2029573093,60902444.2916513
5019,65582,11826,58326.3101787074,42743769.8983773
5020,82402,3008,59471.2170272492,77065450.9788052
5021,82386,4607,58216.4459756989,86872803.5104797
5022,82383,3780,47024.1313041013,45283703.5963296
5023,82436,960,48632.8677400563,35779207.5138682
5024,82399,2185,39192.3615840639,48704275.9318782
5025,82409,1260,72726.2791198468,104958297.531743
5026,82392,1085,31409.0893009947,26866396.8089119
5027,82401,1760,75071.8553311669,69864060.6486687
5028,82390,1336,45483.0196760517,57523293.125526
5029,82380,12465,67050.6985250045,89514388.6765723
5030,82398,3252,61937.1650005139,63050078.0447001
5031,82377,16011,50895.7646903785,56843068.4316645
5032,82407,3069,69104.1063922525,71742257.5037075
5033,82396,2261,61114.2011178759,77077432.7241924
5034,78464,19406,22303.087860733,18221337.5027403
5035,78465,10033,46829.8925008224,61516308.6140082
5036,82405,2129,71356.9678698484,113271081.194929
5037,82389,1663,48059.4942223215,73807477.0257282
5038,82387,1188,47732.6965720378,49418915.380396
5039,82362,21179,83789.5012893136,124591014.958106
5040,90475,15149,87024.4002507967,151689009.230868
5041,78467,31068,36796.0704986056,34805330.4727206
5042,46286,26788,81906.0984084869,272940741.695047
5043,78564,4082,38406.8605940998,46492817.2781946
5044,67063,32492,32312.3807247649,35651229.8996894
5045,67595,1818,29677.891514796,32918988.8679677
5046,67591,4645,64357.7008559687,54168624.797088
5047,67376,3021,26902.6361973702,19704376.6766977
5048,67122,7701,21301.1486392136,24644726.5267043
5049,67069,22425,25021.8814194119,21484045.4981882
5050,67593,3490,32124.3615781878,39700403.8142324
5051,67547,22650,51672.3408675509,49194113.0153559
5052,67067,21277,51135.6056195873,27453192.6314519
5053,67598,1624,21053.7562432169,20230576.8850787
5054,67578,2949,30669.20494472,42220910.3858113
5055,67134,3064,15743.5157837145,6847376.48230967
5056,67346,49582,56289.9327537539,98286809.9458747
5057,67245,6368,28436.8373538706,30237548.4644965
5058,67061,18014,17022.7327169889,9155365.15519421
5059,67590,2521,21735.4906217244,22905634.3635991
5060,67259,6452,35383.2481585172,45499357.9501856
5061,67117,10779,21916.1471027886,21016302.6907281
5062,67551,17567,44792.3620578014,83219185.5278855
5063,67373,5740,31890.8709440634,30469322.422949
5064,10825,9739,7123.42275925756,1874210.47014621
5065,67112,12411,35189.1161201151,48480935.170349
5066,67065,20977,66714.8756346707,26741683.3900294
5067,82110,37700,44639.7529631288,48443482.89053
5068,82287,1490,39750.4529120525,34395262.0596626
5069,67577,2621,29618.794456699,37199765.7572088
5070,32429,16549,46951.5791137298,65525210.0014932
5071,67583,3745,33157.5056699957,39601777.0368017
5072,24326,5593,97873.295556534,226226231.183523
5073,24329,1944,81223.4314078107,146076676.098657
5074,24327,2317,78953.4053693119,178288179.141148
5075,24321,11047,111265.189696056,365244172.144408
5076,24257,2699,64108.7239530125,113262242.769357
5077,24217,9880,66832.5480225981,194624667.779164
5078,67575,3346,36271.151639971,50198055.2048804
5079,67240,9829,41124.6379954735,48748250.551959
5080,67227,46574,62932.158338131,104135608.866443
5081,67550,11689,76321.6210894055,99037216.985444
5082,67586,641,19523.8342236003,13697696.281603
5083,67459,10180,49862.8126360441,77397973.1455654
5084,67105,18771,39969.0245071475,70728802.6462273
5085,67071,28021,44480.6314860246,54763577.6104542
5086,67141,6945,35932.2603153411,29158570.935601
5087,67133,6999,18456.5231714769,17349960.738988
5088,67574,8664,31228.13645569,44482114.6774221
5089,67580,2153,27945.0085950966,18870437.0852905
5090,67354,9372,35345.7840318728,65301787.7051657
5091,67166,3287,49695.0667441672,39846976.101667
5092,74918,4854,30751.7557883268,41965049.4861723
5093,74931,2347,41915.5052529045,35179390.5180713
5094,74909,5069,32940.8809147298,38354778.2806479
5095,74889,34612,106390.30126372,297702430.282994
5096,74937,1769,21247.4315640877,19995613.3941474
5097,74921,3772,53962.9836753638,65682826.4485458
5098,74927,2559,20901.9317892699,19354063.0197565
5099,74924,3870,54057.6414134974,61992806.1991454
5100,74915,5662,38783.3558441779,60095945.3000961
5101,74933,1828,22032.9029634155,15194574.8743599
5102,74925,2506,33842.5711300105,30512076.7483811
5103,74934,2027,25535.1636566089,23566820.0215074
5104,74939,2176,24111.8707459617,27343495.786301
5105,70437,21160,21022.9543236919,13094621.5187981
5106,70794,43869,50513.4374005474,84081739.0455911
5107,70176,15739,7696.77755306076,2156279.00611129
5108,70193,14449,14388.2194434051,6096553.03127516
5109,70806,31023,29896.9700708043,33638027.2285002
5110,70178,10933,8350.463666496,2460322.71077691
5111,70372,20128,15218.5107057593,10137133.9230448
5112,70565,20257,26431.5984161295,17847109.5482314
5113,70188,15619,15857.2250608081,5126862.58264847
5114,70374,24823,21625.8157013852,12258248.2665059
5115,70439,13762,23588.5781927805,11088628.9854454
5116,70734,17828,34446.1456521268,26033308.7336375
5117,70190,16710,12879.6227867673,4804787.13433432
5118,70825,18552,37130.4484771375,47780309.9181679
5119,70180,15149,9573.42891546466,3113367.5230919
5120,70197,15800,32496.1879722592,24434119.6383045
5121,70182,8656,8198.94092307782,1384105.76159222
5122,70376,25718,22926.5833831728,16271780.1823582
5123,70378,22061,29253.5322956355,21197883.3323545
5124,60433,23869,17745.014525148,14825012.9024049
5125,70736,25793,28329.3729387848,37769458.9903034
5126,70597,20364,24760.4736208739,20823521.9559939
5127,70191,15290,15984.8080854864,8490592.97980724
5128,70771,36404,51695.1750266595,64854792.606933
5129,60318,17913,9716.06496489633,2555831.80263428
5130,70174,5314,9849.28046911098,2907439.96610067
5131,60313,4558,8444.42985842982,1811036.89562491
5132,70173,1166,11766.7186144163,3418055.06265711
5133,70192,7922,16176.1680629439,7432314.0464989
5134,60594,15913,15371.3502496968,4308892.48629054
5135,70499,31452,33217.1555101444,35226217.6368196
5136,70184,10090,22152.2788970832,10179347.1884146
5137,70329,17340,52639.2383057353,27334204.8751568
5138,70327,24947,30464.772850815,23244099.2996759
5139,70563,18070,19687.4520472887,10671253.605904
5140,75175,18837,27049.8387800638,20470333.4192803
5141,70186,12688,13424.6434215247,6715272.32575131
5142,75172,13892,12459.1697031492,3882201.64978728
5143,70435,20600,28349.5016788558,15204957.8050324
5144,75050,4942,35765.5879416489,44543239.0437117
5145,60329,4313,7787.9322354316,2368764.75380587
5146,70619,24403,23187.5495717024,17300906.6949908
5147,60438,4696,13003.8984998079,8697100.93570279
5148,88605,10697,116479.307938234,280745173.954514
5149,70599,19589,33699.7248370967,39248067.9624239
5150,60325,8394,8686.961513896,2986423.65049003
5151,75217,10194,40903.1072752492,43967059.7326587
5152,75331,4242,32276.132307251,34989825.3880594
5153,75210,9087,47641.4759308827,69044283.9633014
5154,75443,4728,28990.1092960068,33028326.8489894
5155,75305,7417,53353.3761385719,65084032.2505213
5156,75177,17249,31213.3445468503,30733091.5073322
5157,75391,3627,29890.1653988086,33584465.827212
5158,75059,1661,25036.7871220412,23499103.8376551
5159,75239,4518,19457.5172459636,18595005.5964344
5160,75447,2763,39782.8401857238,40238959.6556166
5161,75053,3365,29547.6742079549,34586955.2840606
5162,75245,6560,49162.4219480513,51972688.8981051
5163,75428,7230,50035.1066184558,68164672.4989876
5164,75233,5077,41928.6339439358,34067182.4342684
5165,75045,9177,52057.8079656142,85520198.1113258
5166,75180,13266,35006.7891036416,31993901.5021858
5167,75248,3392,53123.8310027551,36216679.6097272
5168,75387,5526,46768.9613354838,56030718.9749121
5169,75417,24700,82150.7975531963,125718061.312421
5170,75446,6316,47558.9506987175,56877380.9275437
5171,75056,4596,32546.891757624,43631993.3092985
5172,75337,1203,46431.5603300511,46338281.5308138
5173,75038,10338,51693.7364724931,78174190.108513
5174,75196,11602,45671.8921516479,55699096.490169
5175,75249,2977,29495.2889806801,19991081.2359921
5176,75179,13091,26950.3493815898,24105553.8049569
5177,75228,5901,21207.6128106979,18204511.6897005
5178,75173,12624,20226.3888223547,8769163.04477361
5179,60489,16988,17236.9915788401,9131870.99438499
5180,75057,2246,28806.9748281826,29498957.6043724
5181,75015,27528,78568.3104758735,165266912.195833
5182,75181,25574,84604.9469812472,108954091.651257
5183,75223,11767,34528.1105254975,50832802.1013906
5184,75433,6381,45135.6232578807,59053777.770811
5185,75334,10655,44685.9005225226,76294883.7693529
5186,75031,20765,118868.527117826,206853589.774486
5187,75449,2972,18930.8002337802,16338762.3743858
5188,75438,7709,45788.2648879987,61208436.3577783
5189,74235,4905,28880.9913934987,28647423.757701
5190,74076,16447,32989.7226059611,30979246.3049443
5191,74336,14968,59898.9304768886,106499219.997791
5192,74254,2657,18493.3942369999,13271098.7964723
5193,74374,3902,40153.4689854485,51509293.1674386
5194,74397,2309,29364.9351206338,28110972.6509456
5195,74831,7155,52582.3711391483,90371518.6283606
5196,74196,9584,61523.6473443408,96447436.9894672
5197,74182,13377,57212.3556801493,72707237.5826359
5198,74246,3125,28046.1542077022,29265230.6992439
5199,74391,2674,21199.7987395936,14419763.0178716
5200,74912,5416,34540.783302361,50262903.5592738
5201,74257,4071,17524.7359609362,8600719.92333731
5202,74255,1372,26494.0034424467,32986883.7931176
5203,74366,5191,31757.3252680229,19934920.0473736
5204,74399,3027,17179.5020447244,14205798.5136506
5205,74199,7896,53767.3370173323,63493653.3308817
5206,74081,17665,46742.39702941,35069302.3841263
5207,74354,11743,48100.9037076637,39073760.5699326
5208,74392,2362,13679.217576223,7194904.66814164
5209,74930,2373,27063.224193246,33041850.1241119
5210,74229,5910,43098.3164357925,49790256.4948588
5211,74259,1821,44727.6410814919,59647153.7606047
5212,74251,2212,19684.1598094845,14504087.2782992
5213,74369,5486,26856.2692576404,25386347.7266664
5214,74861,5075,53501.4504221941,77427615.145159
5215,74189,11163,60213.2780958184,52876942.1202296
5216,74172,25559,65658.5978822618,58424230.3715774
5217,74357,7130,56381.570277907,46800759.9019184
5218,74388,4830,33459.9921267974,27037789.2826752
5219,74906,20039,99305.4680662341,172339122.43986
5220,74232,4421,29541.1165579985,20619398.5604698
5221,74252,3389,22080.4068908758,20563326.3849908
5222,74360,8668,54120.9733537182,61603606.4060362
5223,74193,10820,77147.0496027871,115553334.953997
5224,74078,23308,60551.8465129478,98757130.721923
5225,74343,17208,80159.6303672164,134457151.301624
5226,74389,2670,38290.9004305757,39721447.422023
5227,74376,3904,24419.1455281567,18902669.8896928
5228,74223,6454,23036.8073289256,19796762.991243
5229,74219,7783,64895.4241846739,116517330.020354
5230,74248,3360,22649.9371714921,12734164.2648808
5231,74363,6042,38915.830811644,37831396.6939349
5232,74936,1627,18588.1530927626,18089329.2381128
5233,74239,3955,47503.0885702191,83396976.9549173
5234,74080,20862,27833.1524063312,26449958.9432294
5235,74348,10846,42609.4175433411,49138932.4706788
5236,74382,3435,33918.7624438978,32618651.356641
5237,74379,6039,29743.3937053274,26796492.0222081
5238,74226,7567,31379.507083533,29589519.4656668
5239,74206,6766,35657.2571188445,45387102.652839
5240,74249,1627,37147.1934839692,41218115.6549015
5241,74394,2296,18083.7518064839,11692339.7230075
5242,74243,3660,41863.9182214715,56183806.0367511
5243,74074,21676,36696.725357973,36739842.2961083
5244,74321,41471,51423.7310394164,73096526.9535064
5245,74072,16080,13919.4359185394,6277259.85024003
5246,74385,6227,20702.9562697657,20544237.8318504
5247,74372,5295,23162.4819722035,26578071.2855531
5248,74211,10845,44042.0331551097,54803768.7395045
5249,74177,18091,53096.2128971918,57905069.2286441
5250,74245,3120,49035.5720522027,51113728.7951536
5251,74395,3208,29555.0703217352,23244828.3475394
5252,71069,16506,64102.4532997823,42198119.9477674
5253,71063,12307,34167.5294300239,15813938.1560135
5254,71067,16217,38128.0182680243,17570974.9448245
5255,71065,15504,42319.5899951791,41096515.5413282
5256,79837,5386,146083.101474814,187989286.961563
5257,24103,10868,11765.3166184178,5556687.08268984
5258,24149,12081,24509.9345591149,12964159.9760519
5259,24534,20810,18495.2967112446,12236644.2231841
5260,71032,19890,40164.0736927821,51827016.5110395
5261,71034,25011,38448.2710738328,37559498.2689569
5262,24106,17851,24882.7680164215,24603407.4654671
5263,24107,12106,54938.7407549109,79504352.1981639
5264,24536,19886,67298.9394202438,88313609.3522834
5265,24626,1980,48311.0713890721,86447981.7691137
5266,24620,2024,41241.2642477985,59377687.5425211
5267,24537,16228,43601.9963431753,49424283.2583122
5268,24539,20727,55505.2021593305,72922278.6449141
